country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_100_cases
Morocco,4/14/20,1888,217,126,3/22/20,36910560,83,30,0.64,125,0,14,23
Morocco,4/1/20,654,29,39,3/22/20,36910560,83,30,0.64,37,3,5,10
Morocco,4/7/20,1184,93,90,3/22/20,36910560,83,30,0.64,64,10,12,16
Morocco,3/13/20,7,1,1,3/22/20,36910560,83,30,0.64,1,0,1,-9
Morocco,3/22/20,115,3,4,3/22/20,36910560,83,30,0.64,19,1,0,0
Morocco,3/9/20,2,0,0,3/22/20,36910560,83,30,0.64,0,0,0,-13
Morocco,3/8/20,2,0,0,3/22/20,36910560,83,30,0.64,0,0,0,-14
Morocco,3/4/20,1,0,0,3/22/20,36910560,83,30,0.64,0,0,0,-18
Morocco,4/5/20,1021,76,70,3/22/20,36910560,83,30,0.64,102,11,10,14
Morocco,4/11/20,1545,146,111,3/22/20,36910560,83,30,0.64,97,4,24,20
Morocco,3/5/20,2,0,0,3/22/20,36910560,83,30,0.64,1,0,0,-17
Morocco,3/25/20,225,7,6,3/22/20,36910560,83,30,0.64,55,1,1,3
Morocco,3/18/20,49,1,2,3/22/20,36910560,83,30,0.64,11,0,0,-4
Morocco,3/21/20,96,3,3,3/22/20,36910560,83,30,0.64,19,0,2,-1
Morocco,3/23/20,143,5,4,3/22/20,36910560,83,30,0.64,28,0,2,1
Morocco,3/27/20,345,11,23,3/22/20,36910560,83,30,0.64,70,12,3,5
Morocco,4/9/20,1374,109,97,3/22/20,36910560,83,30,0.64,99,4,12,18
Morocco,4/13/20,1763,203,126,3/22/20,36910560,83,30,0.64,102,8,26,22
Lebanon,2/22/20,1,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-22
Lebanon,3/17/20,120,3,3,3/15/20,6825445,667,30,0.78,10,0,2,2
Lebanon,3/24/20,318,8,4,3/15/20,6825445,667,30,0.78,51,0,0,9
Lebanon,3/26/20,368,23,6,3/15/20,6825445,667,30,0.78,35,0,3,11
Lebanon,4/7/20,548,62,19,3/15/20,6825445,667,30,0.78,7,0,2,23
Lebanon,4/11/20,619,77,20,3/15/20,6825445,667,30,0.78,10,0,1,27
Lebanon,4/10/20,609,76,20,3/15/20,6825445,667,30,0.78,27,1,9,26
Lebanon,2/23/20,1,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-21
Lebanon,4/1/20,479,43,14,3/15/20,6825445,667,30,0.78,9,2,6,17
Lebanon,4/6/20,541,60,19,3/15/20,6825445,667,30,0.78,14,1,6,22
Lebanon,4/4/20,520,54,17,3/15/20,6825445,667,30,0.78,12,0,4,20
Lebanon,3/22/20,248,8,4,3/15/20,6825445,667,30,0.78,61,0,4,7
Lebanon,3/5/20,16,1,0,3/15/20,6825445,667,30,0.78,3,0,0,-10
Lebanon,3/13/20,77,1,3,3/15/20,6825445,667,30,0.78,16,0,0,-2
Lebanon,4/3/20,508,50,17,3/15/20,6825445,667,30,0.78,14,1,4,19
Lebanon,3/28/20,412,30,8,3/15/20,6825445,667,30,0.78,21,0,3,13
Lebanon,4/8/20,576,62,19,3/15/20,6825445,667,30,0.78,28,0,0,24
Lebanon,4/13/20,632,80,20,3/15/20,6825445,667,30,0.78,2,0,0,29
Lebanon,3/9/20,32,1,0,3/15/20,6825445,667,30,0.78,0,0,0,-6
Lebanon,2/28/20,2,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-16
Lebanon,3/10/20,41,1,1,3/15/20,6825445,667,30,0.78,9,1,0,-5
Lebanon,2/21/20,1,0,0,3/15/20,6825445,667,30,0.78,1,0,0,-23
Lebanon,3/25/20,333,20,6,3/15/20,6825445,667,30,0.78,15,2,12,10
Lebanon,3/3/20,13,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-12
Lebanon,3/11/20,61,1,3,3/15/20,6825445,667,30,0.78,20,2,0,-4
Lebanon,3/16/20,110,1,3,3/15/20,6825445,667,30,0.78,0,0,0,1
Lebanon,3/6/20,22,1,0,3/15/20,6825445,667,30,0.78,6,0,0,-9
Lebanon,3/1/20,10,0,0,3/15/20,6825445,667,30,0.78,6,0,0,-14
Lebanon,4/9/20,582,67,19,3/15/20,6825445,667,30,0.78,6,0,5,25
Lebanon,3/2/20,13,0,0,3/15/20,6825445,667,30,0.78,3,0,0,-13
Lebanon,3/7/20,22,1,0,3/15/20,6825445,667,30,0.78,0,0,0,-8
Lebanon,3/19/20,157,4,4,3/15/20,6825445,667,30,0.78,24,1,1,4
Lebanon,3/23/20,267,8,4,3/15/20,6825445,667,30,0.78,19,0,0,8
Lebanon,3/4/20,13,1,0,3/15/20,6825445,667,30,0.78,0,0,1,-11
Lebanon,3/31/20,470,37,12,3/15/20,6825445,667,30,0.78,24,1,2,16
Lebanon,2/26/20,2,0,0,3/15/20,6825445,667,30,0.78,1,0,0,-18
Lebanon,3/20/20,163,4,4,3/15/20,6825445,667,30,0.78,6,0,0,5
Lebanon,2/24/20,1,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-20
Lebanon,4/5/20,527,54,18,3/15/20,6825445,667,30,0.78,7,1,0,21
Lebanon,4/14/20,641,80,21,3/15/20,6825445,667,30,0.78,9,1,0,30
Lebanon,3/18/20,133,3,3,3/15/20,6825445,667,30,0.78,13,0,0,3
Lebanon,3/29/20,438,30,10,3/15/20,6825445,667,30,0.78,26,2,0,14
Lebanon,4/12/20,630,80,20,3/15/20,6825445,667,30,0.78,11,0,3,28
Lebanon,3/14/20,93,1,3,3/15/20,6825445,667,30,0.78,16,0,0,-1
Lebanon,2/29/20,4,0,0,3/15/20,6825445,667,30,0.78,2,0,0,-15
Lebanon,2/25/20,1,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-19
Lebanon,3/12/20,61,1,3,3/15/20,6825445,667,30,0.78,0,0,0,-3
Lebanon,4/2/20,494,46,16,3/15/20,6825445,667,30,0.78,15,2,3,18
Lebanon,3/30/20,446,35,11,3/15/20,6825445,667,30,0.78,8,1,5,15
Lebanon,2/27/20,2,0,0,3/15/20,6825445,667,30,0.78,0,0,0,-17
Lebanon,3/8/20,32,1,0,3/15/20,6825445,667,30,0.78,10,0,0,-7
Lebanon,3/21/20,187,4,4,3/15/20,6825445,667,30,0.78,24,0,0,6
Lebanon,3/27/20,391,27,8,3/15/20,6825445,667,30,0.78,23,2,4,12
Lebanon,3/15/20,110,1,3,3/15/20,6825445,667,30,0.78,17,0,0,0
Portugal,4/1/20,8251,43,187,3/13/20,10196709,111,46,0.66,808,27,0,19
Portugal,4/7/20,12442,184,345,3/13/20,10196709,111,46,0.66,712,34,44,25
Portugal,3/10/20,41,0,0,3/13/20,10196709,111,46,0.66,11,0,0,-3
Portugal,4/8/20,13141,196,380,3/13/20,10196709,111,46,0.66,699,35,12,26
Portugal,3/2/20,2,0,0,3/13/20,10196709,111,46,0.66,2,0,0,-11
Portugal,3/25/20,2995,22,43,3/13/20,10196709,111,46,0.66,633,10,0,12
Portugal,3/27/20,4268,43,76,3/13/20,10196709,111,46,0.66,724,16,0,14
Portugal,4/14/20,17448,347,567,3/13/20,10196709,111,46,0.66,514,32,70,32
Portugal,3/19/20,785,3,3,3/13/20,10196709,111,46,0.66,337,1,0,6
Portugal,3/20/20,1020,5,6,3/13/20,10196709,111,46,0.66,235,3,2,7
Portugal,3/22/20,1600,5,14,3/13/20,10196709,111,46,0.66,320,2,0,9
Portugal,3/23/20,2060,14,23,3/13/20,10196709,111,46,0.66,460,9,9,10
Portugal,3/6/20,13,0,0,3/13/20,10196709,111,46,0.66,5,0,0,-7
Portugal,3/11/20,59,0,0,3/13/20,10196709,111,46,0.66,18,0,0,-2
Portugal,3/14/20,169,2,0,3/13/20,10196709,111,46,0.66,57,0,1,1
Portugal,4/4/20,10524,75,266,3/13/20,10196709,111,46,0.66,638,20,7,22
Portugal,3/12/20,59,0,0,3/13/20,10196709,111,46,0.66,0,0,0,-1
Portugal,3/15/20,245,2,0,3/13/20,10196709,111,46,0.66,76,0,0,2
Portugal,4/13/20,16934,277,535,3/13/20,10196709,111,46,0.66,349,31,0,31
Portugal,3/9/20,30,0,0,3/13/20,10196709,111,46,0.66,0,0,0,-4
Portugal,4/3/20,9886,68,246,3/13/20,10196709,111,46,0.66,852,37,0,21
Portugal,3/3/20,2,0,0,3/13/20,10196709,111,46,0.66,0,0,0,-10
Portugal,4/6/20,11730,140,311,3/13/20,10196709,111,46,0.66,452,16,65,24
Portugal,3/26/20,3544,43,60,3/13/20,10196709,111,46,0.66,549,17,21,13
Portugal,3/28/20,5170,43,100,3/13/20,10196709,111,46,0.66,902,24,0,15
Portugal,3/29/20,5962,43,119,3/13/20,10196709,111,46,0.66,792,19,0,16
Portugal,3/31/20,7443,43,160,3/13/20,10196709,111,46,0.66,1035,20,0,18
Portugal,4/11/20,15987,266,470,3/13/20,10196709,111,46,0.66,515,35,33,29
Portugal,3/4/20,5,0,0,3/13/20,10196709,111,46,0.66,3,0,0,-9
Portugal,3/16/20,331,3,0,3/13/20,10196709,111,46,0.66,86,0,1,3
Portugal,3/8/20,30,0,0,3/13/20,10196709,111,46,0.66,10,0,0,-5
Portugal,3/7/20,20,0,0,3/13/20,10196709,111,46,0.66,7,0,0,-6
Portugal,3/17/20,448,3,1,3/13/20,10196709,111,46,0.66,117,1,0,4
Portugal,4/10/20,15472,233,435,3/13/20,10196709,111,46,0.66,1516,26,28,28
Portugal,3/21/20,1280,5,12,3/13/20,10196709,111,46,0.66,260,6,0,8
Portugal,4/5/20,11278,75,295,3/13/20,10196709,111,46,0.66,754,29,0,23
Portugal,4/9/20,13956,205,409,3/13/20,10196709,111,46,0.66,815,29,9,27
Portugal,3/18/20,448,3,2,3/13/20,10196709,111,46,0.66,0,1,0,5
Portugal,3/5/20,8,0,0,3/13/20,10196709,111,46,0.66,3,0,0,-8
Portugal,3/24/20,2362,22,33,3/13/20,10196709,111,46,0.66,302,10,8,11
Portugal,4/2/20,9034,68,209,3/13/20,10196709,111,46,0.66,783,22,25,20
Portugal,4/12/20,16585,277,504,3/13/20,10196709,111,46,0.66,598,34,11,30
Portugal,3/13/20,112,1,0,3/13/20,10196709,111,46,0.66,53,0,1,0
Portugal,3/30/20,6408,43,140,3/13/20,10196709,111,46,0.66,446,21,0,17
Singapore,2/13/20,58,15,0,2/29/20,5850342,8358,42,,8,0,0,-16
Singapore,3/19/20,345,114,0,2/29/20,5850342,8358,42,,32,0,0,19
Singapore,3/28/20,802,198,2,2/29/20,5850342,8358,42,,70,0,15,28
Singapore,4/3/20,1114,282,5,2/29/20,5850342,8358,42,,65,1,16,34
Singapore,1/23/20,1,0,0,2/29/20,5850342,8358,42,,1,0,0,-37
Singapore,3/1/20,106,72,0,2/29/20,5850342,8358,42,,4,0,0,1
Singapore,3/4/20,110,78,0,2/29/20,5850342,8358,42,,0,0,0,4
Singapore,2/20/20,84,34,0,2/29/20,5850342,8358,42,,0,0,0,-9
Singapore,4/4/20,1189,297,6,2/29/20,5850342,8358,42,,75,1,15,35
Singapore,2/21/20,85,37,0,2/29/20,5850342,8358,42,,1,0,3,-8
Singapore,3/3/20,110,78,0,2/29/20,5850342,8358,42,,2,0,0,3
Singapore,3/21/20,432,140,2,2/29/20,5850342,8358,42,,47,2,16,21
Singapore,1/27/20,5,0,0,2/29/20,5850342,8358,42,,1,0,0,-33
Singapore,2/10/20,45,2,0,2/29/20,5850342,8358,42,,5,0,0,-19
Singapore,2/22/20,85,37,0,2/29/20,5850342,8358,42,,0,0,0,-7
Singapore,4/9/20,1910,460,6,2/29/20,5850342,8358,42,,287,0,54,40
Singapore,2/25/20,91,53,0,2/29/20,5850342,8358,42,,2,0,2,-4
Singapore,1/29/20,7,0,0,2/29/20,5850342,8358,42,,0,0,0,-31
Singapore,3/2/20,108,78,0,2/29/20,5850342,8358,42,,2,0,6,2
Singapore,3/8/20,150,78,0,2/29/20,5850342,8358,42,,12,0,0,8
Singapore,4/12/20,2532,560,8,2/29/20,5850342,8358,42,,233,0,32,43
Singapore,3/18/20,313,114,0,2/29/20,5850342,8358,42,,47,0,0,18
Singapore,3/20/20,385,124,0,2/29/20,5850342,8358,42,,40,0,10,20
Singapore,1/26/20,4,0,0,2/29/20,5850342,8358,42,,1,0,0,-34
Singapore,2/6/20,28,0,0,2/29/20,5850342,8358,42,,0,0,0,-23
Singapore,3/12/20,178,96,0,2/29/20,5850342,8358,42,,0,0,0,12
Singapore,3/26/20,683,172,2,2/29/20,5850342,8358,42,,52,0,12,26
Singapore,4/8/20,1623,406,6,2/29/20,5850342,8358,42,,142,0,29,39
Singapore,4/10/20,2108,492,7,2/29/20,5850342,8358,42,,198,1,32,41
Singapore,3/24/20,558,156,2,2/29/20,5850342,8358,42,,49,0,4,24
Singapore,3/5/20,117,78,0,2/29/20,5850342,8358,42,,7,0,0,5
Singapore,2/28/20,93,62,0,2/29/20,5850342,8358,42,,0,0,0,-1
Singapore,3/6/20,130,78,0,2/29/20,5850342,8358,42,,13,0,0,6
Singapore,3/15/20,226,105,0,2/29/20,5850342,8358,42,,14,0,0,15
Singapore,3/29/20,844,212,3,2/29/20,5850342,8358,42,,42,1,14,29
Singapore,3/31/20,926,240,3,2/29/20,5850342,8358,42,,47,0,12,31
Singapore,2/23/20,89,51,0,2/29/20,5850342,8358,42,,4,0,14,-6
Singapore,2/26/20,93,62,0,2/29/20,5850342,8358,42,,2,0,9,-3
Singapore,2/29/20,102,72,0,2/29/20,5850342,8358,42,,9,0,10,0
Singapore,3/23/20,509,152,2,2/29/20,5850342,8358,42,,54,0,8,23
Singapore,2/12/20,50,15,0,2/29/20,5850342,8358,42,,3,0,6,-17
Singapore,2/4/20,24,0,0,2/29/20,5850342,8358,42,,6,0,0,-25
Singapore,3/27/20,732,183,2,2/29/20,5850342,8358,42,,49,0,11,27
Singapore,2/2/20,18,0,0,2/29/20,5850342,8358,42,,2,0,0,-27
Singapore,2/17/20,77,24,0,2/29/20,5850342,8358,42,,2,0,6,-12
Singapore,2/24/20,89,51,0,2/29/20,5850342,8358,42,,0,0,0,-5
Singapore,1/30/20,10,0,0,2/29/20,5850342,8358,42,,3,0,0,-30
Singapore,2/15/20,72,18,0,2/29/20,5850342,8358,42,,5,0,1,-14
Singapore,3/30/20,879,228,3,2/29/20,5850342,8358,42,,35,0,16,30
Singapore,4/6/20,1375,344,6,2/29/20,5850342,8358,42,,66,0,24,37
Singapore,4/1/20,1000,245,3,2/29/20,5850342,8358,42,,74,0,5,32
Singapore,4/7/20,1481,377,6,2/29/20,5850342,8358,42,,106,0,33,38
Singapore,4/13/20,2918,586,9,2/29/20,5850342,8358,42,,386,1,26,44
Singapore,2/11/20,47,9,0,2/29/20,5850342,8358,42,,2,0,7,-18
Singapore,2/27/20,93,62,0,2/29/20,5850342,8358,42,,0,0,0,-2
Singapore,3/17/20,266,114,0,2/29/20,5850342,8358,42,,23,0,5,17
Singapore,1/31/20,13,0,0,2/29/20,5850342,8358,42,,3,0,0,-29
Singapore,3/7/20,138,78,0,2/29/20,5850342,8358,42,,8,0,0,7
Singapore,2/5/20,28,0,0,2/29/20,5850342,8358,42,,4,0,0,-24
Singapore,3/16/20,243,109,0,2/29/20,5850342,8358,42,,17,0,4,16
Singapore,2/8/20,33,2,0,2/29/20,5850342,8358,42,,3,0,2,-21
Singapore,3/11/20,178,96,0,2/29/20,5850342,8358,42,,18,0,18,11
Singapore,3/22/20,455,144,2,2/29/20,5850342,8358,42,,23,0,4,22
Singapore,3/9/20,150,78,0,2/29/20,5850342,8358,42,,0,0,0,9
Singapore,4/14/20,3252,611,10,2/29/20,5850342,8358,42,,334,1,25,45
Singapore,1/28/20,7,0,0,2/29/20,5850342,8358,42,,2,0,0,-32
Singapore,2/14/20,67,17,0,2/29/20,5850342,8358,42,,9,0,2,-15
Singapore,2/3/20,18,0,0,2/29/20,5850342,8358,42,,0,0,0,-26
Singapore,2/9/20,40,2,0,2/29/20,5850342,8358,42,,7,0,0,-20
Singapore,2/18/20,81,29,0,2/29/20,5850342,8358,42,,4,0,5,-11
Singapore,4/5/20,1309,320,6,2/29/20,5850342,8358,42,,120,0,23,36
Singapore,4/11/20,2299,528,8,2/29/20,5850342,8358,42,,191,1,36,42
Singapore,1/25/20,3,0,0,2/29/20,5850342,8358,42,,0,0,0,-35
Singapore,1/24/20,3,0,0,2/29/20,5850342,8358,42,,2,0,0,-36
Singapore,3/13/20,200,97,0,2/29/20,5850342,8358,42,,22,0,1,13
Singapore,2/1/20,16,0,0,2/29/20,5850342,8358,42,,3,0,0,-28
Singapore,2/7/20,30,0,0,2/29/20,5850342,8358,42,,2,0,0,-22
Singapore,4/2/20,1049,266,4,2/29/20,5850342,8358,42,,49,1,21,33
Singapore,2/16/20,75,18,0,2/29/20,5850342,8358,42,,3,0,0,-13
Singapore,2/19/20,84,34,0,2/29/20,5850342,8358,42,,3,0,5,-10
Singapore,3/10/20,160,78,0,2/29/20,5850342,8358,42,,10,0,0,10
Singapore,3/14/20,212,105,0,2/29/20,5850342,8358,42,,12,0,8,14
Singapore,3/25/20,631,160,2,2/29/20,5850342,8358,42,,73,0,4,25
Costa Rica,3/11/20,13,0,0,3/21/20,5094118,100,33,0.8,4,0,0,-10
Costa Rica,3/17/20,41,0,0,3/21/20,5094118,100,33,0.8,6,0,0,-4
Costa Rica,3/19/20,69,0,1,3/21/20,5094118,100,33,0.8,19,1,0,-2
Costa Rica,4/2/20,396,6,2,3/21/20,5094118,100,33,0.8,21,0,2,12
Costa Rica,3/30/20,330,4,2,3/21/20,5094118,100,33,0.8,16,0,1,9
Costa Rica,4/14/20,618,66,3,3/21/20,5094118,100,33,0.8,6,0,4,24
Costa Rica,3/10/20,9,0,0,3/21/20,5094118,100,33,0.8,0,0,0,-11
Costa Rica,4/11/20,577,49,3,3/21/20,5094118,100,33,0.8,19,0,7,21
Costa Rica,4/8/20,502,29,3,3/21/20,5094118,100,33,0.8,19,1,5,18
Costa Rica,4/9/20,539,30,3,3/21/20,5094118,100,33,0.8,37,0,1,19
Costa Rica,3/24/20,177,2,2,3/21/20,5094118,100,33,0.8,19,0,0,3
Costa Rica,3/29/20,314,3,2,3/21/20,5094118,100,33,0.8,19,0,0,8
Costa Rica,4/4/20,435,13,2,3/21/20,5094118,100,33,0.8,19,0,2,14
Costa Rica,3/14/20,26,0,0,3/21/20,5094118,100,33,0.8,3,0,0,-7
Costa Rica,3/9/20,9,0,0,3/21/20,5094118,100,33,0.8,4,0,0,-12
Costa Rica,3/13/20,23,0,0,3/21/20,5094118,100,33,0.8,1,0,0,-8
Costa Rica,3/20/20,89,0,1,3/21/20,5094118,100,33,0.8,20,0,0,-1
Costa Rica,3/23/20,158,2,2,3/21/20,5094118,100,33,0.8,24,0,0,2
Costa Rica,3/22/20,134,2,2,3/21/20,5094118,100,33,0.8,17,0,0,1
Costa Rica,3/8/20,5,0,0,3/21/20,5094118,100,33,0.8,4,0,0,-13
Costa Rica,3/6/20,1,0,0,3/21/20,5094118,100,33,0.8,1,0,0,-15
Costa Rica,3/31/20,347,4,2,3/21/20,5094118,100,33,0.8,17,0,0,10
Costa Rica,3/16/20,35,0,0,3/21/20,5094118,100,33,0.8,8,0,0,-5
Costa Rica,4/3/20,416,11,2,3/21/20,5094118,100,33,0.8,20,0,5,13
Costa Rica,4/10/20,558,42,3,3/21/20,5094118,100,33,0.8,19,0,12,20
Costa Rica,3/18/20,50,0,0,3/21/20,5094118,100,33,0.8,9,0,0,-3
Costa Rica,3/15/20,27,0,0,3/21/20,5094118,100,33,0.8,1,0,0,-6
Costa Rica,3/21/20,117,2,2,3/21/20,5094118,100,33,0.8,28,1,2,0
Costa Rica,4/1/20,375,4,2,3/21/20,5094118,100,33,0.8,28,0,0,11
Costa Rica,3/27/20,263,3,2,3/21/20,5094118,100,33,0.8,32,0,1,6
Costa Rica,4/5/20,454,16,2,3/21/20,5094118,100,33,0.8,19,0,3,15
Costa Rica,3/12/20,22,0,0,3/21/20,5094118,100,33,0.8,9,0,0,-9
Costa Rica,3/25/20,201,2,2,3/21/20,5094118,100,33,0.8,24,0,0,4
Costa Rica,3/26/20,231,2,2,3/21/20,5094118,100,33,0.8,30,0,0,5
Costa Rica,4/13/20,612,62,3,3/21/20,5094118,100,33,0.8,17,0,6,23
Costa Rica,3/7/20,1,0,0,3/21/20,5094118,100,33,0.8,0,0,0,-14
Costa Rica,3/28/20,295,3,2,3/21/20,5094118,100,33,0.8,32,0,0,7
Costa Rica,4/6/20,467,18,2,3/21/20,5094118,100,33,0.8,13,0,2,16
Costa Rica,4/12/20,595,56,3,3/21/20,5094118,100,33,0.8,18,0,7,22
Costa Rica,4/7/20,483,24,2,3/21/20,5094118,100,33,0.8,16,0,6,17
Kuwait,4/5/20,556,99,1,3/14/20,4270571,240,37,,77,0,6,22
Kuwait,3/25/20,195,43,0,3/14/20,4270571,240,37,,4,0,4,11
Kuwait,3/31/20,289,73,0,3/14/20,4270571,240,37,,23,0,1,17
Kuwait,2/24/20,1,0,0,3/14/20,4270571,240,37,,1,0,0,-19
Kuwait,3/30/20,266,72,0,3/14/20,4270571,240,37,,11,0,5,16
Kuwait,4/4/20,479,93,1,3/14/20,4270571,240,37,,62,1,11,21
Kuwait,4/11/20,1154,133,1,3/14/20,4270571,240,37,,161,0,10,28
Kuwait,4/12/20,1234,142,1,3/14/20,4270571,240,37,,80,0,9,29
Kuwait,4/7/20,743,105,1,3/14/20,4270571,240,37,,78,0,2,24
Kuwait,2/27/20,43,0,0,3/14/20,4270571,240,37,,17,0,0,-16
Kuwait,3/6/20,58,0,0,3/14/20,4270571,240,37,,0,0,0,-8
Kuwait,3/9/20,64,1,0,3/14/20,4270571,240,37,,0,0,0,-5
Kuwait,4/1/20,317,80,0,3/14/20,4270571,240,37,,28,0,7,18
Kuwait,3/26/20,208,49,0,3/14/20,4270571,240,37,,13,0,6,12
Kuwait,3/11/20,72,2,0,3/14/20,4270571,240,37,,3,0,1,-3
Kuwait,3/22/20,188,30,0,3/14/20,4270571,240,37,,12,0,3,8
Kuwait,3/8/20,64,1,0,3/14/20,4270571,240,37,,3,0,1,-6
Kuwait,4/13/20,1300,150,2,3/14/20,4270571,240,37,,66,1,8,30
Kuwait,3/7/20,61,0,0,3/14/20,4270571,240,37,,3,0,0,-7
Kuwait,3/28/20,235,64,0,3/14/20,4270571,240,37,,10,0,7,14
Kuwait,3/24/20,191,39,0,3/14/20,4270571,240,37,,2,0,9,10
Kuwait,4/8/20,855,111,1,3/14/20,4270571,240,37,,112,0,6,25
Kuwait,4/10/20,993,123,1,3/14/20,4270571,240,37,,83,0,12,27
Kuwait,3/10/20,69,1,0,3/14/20,4270571,240,37,,5,0,0,-4
Kuwait,3/12/20,80,5,0,3/14/20,4270571,240,37,,8,0,3,-2
Kuwait,3/20/20,159,18,0,3/14/20,4270571,240,37,,11,0,0,6
Kuwait,4/2/20,342,81,0,3/14/20,4270571,240,37,,25,0,1,19
Kuwait,4/3/20,417,82,0,3/14/20,4270571,240,37,,75,0,1,20
Kuwait,4/9/20,910,111,1,3/14/20,4270571,240,37,,55,0,0,26
Kuwait,3/14/20,104,5,0,3/14/20,4270571,240,37,,24,0,0,0
Kuwait,3/17/20,130,9,0,3/14/20,4270571,240,37,,7,0,0,3
Kuwait,2/25/20,11,0,0,3/14/20,4270571,240,37,,10,0,0,-18
Kuwait,3/3/20,56,0,0,3/14/20,4270571,240,37,,0,0,0,-11
Kuwait,4/6/20,665,103,1,3/14/20,4270571,240,37,,109,0,4,23
Kuwait,3/19/20,148,18,0,3/14/20,4270571,240,37,,6,0,3,5
Kuwait,4/14/20,1355,176,3,3/14/20,4270571,240,37,,55,1,26,31
Kuwait,3/21/20,176,27,0,3/14/20,4270571,240,37,,17,0,9,7
Kuwait,3/5/20,58,0,0,3/14/20,4270571,240,37,,2,0,0,-9
Kuwait,2/28/20,45,0,0,3/14/20,4270571,240,37,,2,0,0,-15
Kuwait,3/1/20,45,0,0,3/14/20,4270571,240,37,,0,0,0,-13
Kuwait,3/16/20,123,9,0,3/14/20,4270571,240,37,,11,0,4,2
Kuwait,3/15/20,112,5,0,3/14/20,4270571,240,37,,8,0,0,1
Kuwait,3/27/20,225,57,0,3/14/20,4270571,240,37,,17,0,8,13
Kuwait,2/29/20,45,0,0,3/14/20,4270571,240,37,,0,0,0,-14
Kuwait,3/29/20,255,67,0,3/14/20,4270571,240,37,,20,0,3,15
Kuwait,3/2/20,56,0,0,3/14/20,4270571,240,37,,11,0,0,-12
Kuwait,3/4/20,56,0,0,3/14/20,4270571,240,37,,0,0,0,-10
Kuwait,3/18/20,142,15,0,3/14/20,4270571,240,37,,12,0,6,4
Kuwait,2/26/20,26,0,0,3/14/20,4270571,240,37,,15,0,0,-17
Kuwait,3/23/20,189,30,0,3/14/20,4270571,240,37,,1,0,0,9
Kuwait,3/13/20,80,5,0,3/14/20,4270571,240,37,,0,0,0,-1
Australia,1/30/20,9,2,0,3/10/20,25499884,3,38,0.86,4,0,2,-40
Australia,2/10/20,15,2,0,3/10/20,25499884,3,38,0.86,0,0,0,-29
Australia,3/26/20,2810,172,13,3/10/20,25499884,3,38,0.86,446,5,53,16
Australia,2/7/20,15,2,0,3/10/20,25499884,3,38,0.86,1,0,0,-32
Australia,3/1/20,27,11,1,3/10/20,25499884,3,38,0.86,2,1,0,-9
Australia,3/20/20,791,26,7,3/10/20,25499884,3,38,0.86,110,1,0,10
Australia,4/5/20,5687,757,35,3/10/20,25499884,3,38,0.86,137,5,56,26
Australia,3/15/20,297,23,4,3/10/20,25499884,3,38,0.86,47,0,0,5
Australia,3/22/20,1490,92,7,3/10/20,25499884,3,38,0.86,419,0,66,12
Australia,1/25/20,4,0,0,3/10/20,25499884,3,38,0.86,4,0,0,-45
Australia,4/11/20,6303,1806,57,3/10/20,25499884,3,38,0.86,88,3,13,32
Australia,2/14/20,15,8,0,3/10/20,25499884,3,38,0.86,0,0,0,-25
Australia,3/29/20,3984,244,16,3/10/20,25499884,3,38,0.86,344,2,0,19
Australia,3/17/20,452,23,5,3/10/20,25499884,3,38,0.86,75,1,0,7
Australia,3/30/20,4361,257,17,3/10/20,25499884,3,38,0.86,377,1,13,20
Australia,4/2/20,5116,520,24,3/10/20,25499884,3,38,0.86,254,4,98,23
Australia,1/31/20,9,2,0,3/10/20,25499884,3,38,0.86,0,0,0,-39
Australia,2/6/20,14,2,0,3/10/20,25499884,3,38,0.86,1,0,0,-33
Australia,3/18/20,568,23,6,3/10/20,25499884,3,38,0.86,116,1,0,8
Australia,4/12/20,6315,1806,60,3/10/20,25499884,3,38,0.86,12,3,0,33
Australia,3/7/20,63,21,2,3/10/20,25499884,3,38,0.86,3,0,0,-3
Australia,3/10/20,107,21,4,3/10/20,25499884,3,38,0.86,16,0,0,0
Australia,2/17/20,15,10,0,3/10/20,25499884,3,38,0.86,0,0,2,-22
Australia,2/2/20,12,2,0,3/10/20,25499884,3,38,0.86,0,0,0,-37
Australia,2/16/20,15,8,0,3/10/20,25499884,3,38,0.86,0,0,0,-23
Australia,2/8/20,15,2,0,3/10/20,25499884,3,38,0.86,0,0,0,-31
Australia,3/12/20,128,21,4,3/10/20,25499884,3,38,0.86,0,0,0,2
Australia,2/20/20,15,10,0,3/10/20,25499884,3,38,0.86,0,0,0,-19
Australia,2/13/20,15,8,0,3/10/20,25499884,3,38,0.86,0,0,6,-26
Australia,4/10/20,6215,1793,54,3/10/20,25499884,3,38,0.86,107,3,321,31
Australia,2/18/20,15,10,0,3/10/20,25499884,3,38,0.86,0,0,0,-21
Australia,3/8/20,76,21,4,3/10/20,25499884,3,38,0.86,13,2,0,-2
Australia,3/4/20,52,11,2,3/10/20,25499884,3,38,0.86,13,1,0,-6
