country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_100_cases
Gibraltar,3/5/20,1,0,0,,33691,3369,,,0,0,0,
Gibraltar,3/10/20,1,1,0,,33691,3369,,,0,0,1,
Grenada,4/5/20,12,0,0,,112523,331,32,0.35,0,0,0,
Guinea,3/16/20,1,0,0,4/4/20,13132795,53,18,0.39,0,0,0,-19
Guinea,4/5/20,121,5,0,4/4/20,13132795,53,18,0.39,10,0,0,1
Haiti,4/6/20,24,1,1,,11402528,414,24,0.57,3,0,0,
Haiti,4/12/20,33,1,3,,11402528,414,24,0.57,0,1,0,
Honduras,3/14/20,2,0,0,3/29/20,9904607,89,24,0.57,0,0,0,-15
Mongolia,3/17/20,5,0,0,,3278290,2,28,0.67,4,0,0,
Namibia,3/20/20,3,0,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,3/29/20,4,0,1,,6624554,55,26,0.57,0,0,0,
Niger,3/20/20,1,0,0,4/3/20,24206644,19,15,0.17,1,0,0,-14
Saint Lucia,3/30/20,9,1,0,,183627,301,34,0.19,0,0,0,
Tanzania,3/24/20,12,0,0,,59734218,67,18,0.37,0,0,0,
Zimbabwe,4/3/20,9,0,1,,14862924,38,19,0.38,0,0,0,
Antigua and Barbuda,4/1/20,7,0,0,,97929,223,34,0.26,0,0,0,
Cuba,3/31/20,186,8,6,3/28/20,11326616,106,42,0.78,16,2,4,3
Equatorial Guinea,3/15/20,1,0,0,,1402985,50,22,0.73,1,0,0,
Guyana,3/15/20,4,0,1,,786552,4,27,0.27,3,0,0,
Guyana,3/30/20,20,0,1,,786552,4,27,0.27,0,0,0,
Kosovo,4/14/20,387,66,8,3/31/20,1831000,,,,104,1,8,14
Liberia,3/26/20,3,0,0,,5057681,53,19,0.53,0,0,0,
Libya,3/24/20,1,0,0,,6871292,4,29,0.78,1,0,0,
Libya,4/2/20,11,1,1,,6871292,4,29,0.78,1,1,0,
Moldova,4/6/20,965,37,19,3/23/20,4033963,123,38,0.43,101,4,7,14
Rwanda,3/14/20,1,0,0,4/4/20,12952218,525,20,0.18,1,0,0,-21
Seychelles,3/27/20,7,0,0,,98347,214,34,0.56,0,0,0,
Seychelles,4/2/20,10,0,0,,98347,214,34,0.56,0,0,0,
Somalia,3/17/20,1,0,0,,15893222,25,17,0.47,0,0,0,
Somalia,3/20/20,1,0,0,,15893222,25,17,0.47,0,0,0,
Somalia,3/25/20,1,0,0,,15893222,25,17,0.47,0,0,0,
Suriname,4/14/20,10,6,1,,586632,4,29,0.65,0,0,0,
Bangladesh,3/22/20,27,3,2,4/6/20,164689383,1265,28,0.39,2,0,0,-15
Bangladesh,4/1/20,54,25,6,4/6/20,164689383,1265,28,0.39,3,1,0,-5
Bangladesh,4/5/20,88,33,9,4/6/20,164689383,1265,28,0.39,18,1,3,-1
Belize,4/4/20,4,0,0,,397628,17,25,0.46,0,0,0,
Bulgaria,3/10/20,4,0,0,3/20/20,6948445,64,45,0.76,0,0,0,-10
Central African Republic,3/31/20,3,0,0,,4829767,8,18,0.43,0,0,0,
Djibouti,4/13/20,298,41,2,4/8/20,988000,43,27,0.79,84,0,5,5
Dominica,4/13/20,16,8,0,,71986,96,,0.74,0,0,0,
Eswatini,3/24/20,4,0,0,,1160164,67,21,0.3,0,0,0,
Ethiopia,3/18/20,6,0,0,,114963588,115,19,0.21,1,0,0,
Ethiopia,4/5/20,43,4,2,,114963588,115,19,0.21,5,2,0,
Gabon,4/6/20,24,1,1,,2225734,9,23,0.87,3,0,0,
Ghana,3/14/20,3,0,0,3/26/20,31072940,137,22,0.57,3,0,0,-12
Grenada,3/23/20,1,0,0,,112523,331,32,0.35,0,0,0,
Grenada,4/13/20,14,0,0,,112523,331,32,0.35,0,0,0,
Guam,3/17/20,3,0,0,,168775,313,31,0.95,0,0,0,
Haiti,4/10/20,31,1,2,,11402528,414,24,0.57,1,0,0,
Haiti,4/13/20,40,1,3,,11402528,414,24,0.57,7,0,0,
Honduras,4/3/20,222,3,15,3/29/20,9904607,89,24,0.57,3,1,0,5
Kenya,4/13/20,208,40,9,4/2/20,53771296,94,20,0.28,11,1,15,11
Laos,3/24/20,2,0,0,,7275560,32,24,0.36,2,0,0,
Laos,3/25/20,3,0,0,,7275560,32,24,0.36,1,0,0,
Laos,4/14/20,19,1,0,,7275560,32,24,0.36,0,0,1,
Mauritania,3/29/20,5,2,0,,4649658,5,20,0.57,0,0,2,
Mozambique,4/3/20,10,0,0,,31255435,40,18,0.38,0,0,0,
Namibia,3/21/20,3,0,0,,2540905,3,22,0.55,0,0,0,
Papua New Guinea,3/21/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Papua New Guinea,4/2/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,4/5/20,104,12,3,4/5/20,7132538,18,26,0.62,8,0,0,0
Saint Lucia,4/3/20,13,1,0,,183627,301,34,0.19,0,0,0,
Saint Lucia,4/11/20,15,1,0,,183627,301,34,0.19,0,0,0,
South Sudan,4/5/20,1,0,0,,11193725,18,19,0.25,1,0,0,
Tanzania,3/21/20,6,0,0,,59734218,67,18,0.37,0,0,0,
Uganda,4/6/20,52,0,0,,45741007,229,17,0.26,0,0,0,
Uganda,4/12/20,54,4,0,,45741007,229,17,0.26,1,0,0,
Antigua and Barbuda,3/15/20,1,0,0,,97929,223,34,0.26,0,0,0,
Antigua and Barbuda,3/18/20,1,0,0,,97929,223,34,0.26,0,0,0,
Benin,4/14/20,35,18,1,,12123200,108,19,0.48,0,0,13,
Burundi,4/13/20,5,0,1,,11890784,463,17,0.14,0,1,0,
Cuba,4/13/20,726,121,21,3/28/20,11326616,106,42,0.78,57,3,29,16
Equatorial Guinea,3/21/20,6,0,0,,1402985,50,22,0.73,0,0,0,
Equatorial Guinea,4/11/20,18,3,0,,1402985,50,22,0.73,0,0,0,
Fiji,4/11/20,16,0,0,,896445,49,28,0.59,0,0,0,
Greenland,3/19/20,1,0,0,,56770,0,,0.87,0,0,0,
Guatemala,3/15/20,1,0,0,4/10/20,17915568,167,23,0.52,0,0,0,-26
Jamaica,3/18/20,13,2,0,,2961167,273,31,0.55,1,0,0,
Liberia,3/20/20,2,0,0,,5057681,53,19,0.53,0,0,0,
Liberia,3/24/20,3,0,0,,5057681,53,19,0.53,0,0,0,
Liberia,3/28/20,3,0,0,,5057681,53,19,0.53,0,0,0,
Malawi,4/3/20,3,0,0,,19129952,203,18,0.18,0,0,0,
Mali,3/27/20,11,0,0,4/12/20,20250833,17,16,0.44,7,0,0,-16
Mali,4/11/20,87,22,7,4/12/20,20250833,17,16,0.44,0,0,0,-1
Moldova,3/18/20,30,1,1,3/23/20,4033963,123,38,0.43,0,1,0,-5
Seychelles,4/11/20,11,0,0,,98347,214,34,0.56,0,0,0,
Suriname,3/22/20,5,0,0,,586632,4,29,0.65,1,0,0,
Barbados,4/4/20,52,0,0,,287375,668,40,0.31,1,0,0,
Bolivia,3/17/20,11,0,0,3/31/20,11673021,11,26,0.69,0,0,0,-14
Djibouti,3/30/20,18,0,0,4/8/20,988000,43,27,0.79,0,0,0,-9
Dominica,3/23/20,2,0,0,,71986,96,,0.74,1,0,0,
Eswatini,3/22/20,4,0,0,,1160164,67,21,0.3,3,0,0,
Ethiopia,3/28/20,16,1,0,,114963588,115,19,0.21,0,0,1,
Ethiopia,4/3/20,35,4,0,,114963588,115,19,0.21,6,0,0,
Gabon,4/3/20,21,1,1,,2225734,9,23,0.87,0,0,1,
Gabon,4/4/20,21,1,1,,2225734,9,23,0.87,0,0,0,
Grenada,3/28/20,7,0,0,,112523,331,32,0.35,0,0,0,
Grenada,4/6/20,12,0,0,,112523,331,32,0.35,0,0,0,
Malta,3/15/20,21,1,0,3/23/20,441543,1380,43,0.93,3,0,0,-8
Mauritania,3/30/20,5,2,1,,4649658,5,20,0.57,0,1,0,
Mauritania,4/13/20,7,2,1,,4649658,5,20,0.57,0,0,0,
Montenegro,3/18/20,2,0,0,3/31/20,628066,47,39,0.68,0,0,0,-13
Montenegro,4/10/20,255,4,2,3/31/20,628066,47,39,0.68,3,0,0,10
Namibia,3/31/20,11,2,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,3/24/20,2,0,0,,6624554,55,26,0.57,0,0,0,
Niger,3/21/20,1,0,0,4/3/20,24206644,19,15,0.17,0,0,0,-13
Paraguay,3/17/20,9,0,0,4/5/20,7132538,18,26,0.62,1,0,0,-19
Paraguay,3/21/20,18,0,1,4/5/20,7132538,18,26,0.62,5,1,0,-15
Tanzania,3/23/20,12,0,0,,59734218,67,18,0.37,0,0,0,
Turkey,3/29/20,9217,105,131,3/19/20,84339067,110,32,0.76,1815,23,35,10
Uganda,4/11/20,53,4,0,,45741007,229,17,0.26,0,0,4,
Zimbabwe,4/12/20,14,0,3,,14862924,38,19,0.38,0,0,0,
Antigua and Barbuda,3/17/20,1,0,0,,97929,223,34,0.26,0,0,0,
Bahamas,3/24/20,5,1,0,,393244,39,32,0.86,1,0,1,
Benin,3/25/20,6,0,0,,12123200,108,19,0.48,0,0,0,
Benin,4/3/20,16,2,0,,12123200,108,19,0.48,3,0,1,
Burkina Faso,3/20/20,40,0,1,3/24/20,20903273,76,18,0.31,7,0,0,-4
Cyprus,3/21/20,84,0,0,3/23/20,1207359,131,37,0.67,17,0,0,-2
Cyprus,3/25/20,132,3,3,3/23/20,1207359,131,37,0.67,8,0,0,2
El Salvador,3/25/20,9,0,0,4/9/20,6486205,313,28,0.73,4,0,0,-15
Eritrea,4/10/20,34,0,0,,3546421,35,19,0.63,1,0,0,
Fiji,3/28/20,5,0,0,,896445,49,28,0.59,0,0,0,
Fiji,4/3/20,7,0,0,,896445,49,28,0.59,0,0,0,
Fiji,4/4/20,12,0,0,,896445,49,28,0.59,5,0,0,
Gambia,3/28/20,3,0,1,,2416668,239,18,0.59,0,0,0,
Guatemala,3/18/20,6,0,1,4/10/20,17915568,167,23,0.52,0,0,0,-23
Guinea-Bissau,4/9/20,36,0,0,,1968001,70,19,0.45,3,0,0,
Liberia,3/16/20,1,0,0,,5057681,53,19,0.53,1,0,0,
Madagascar,4/9/20,93,11,0,4/11/20,27691018,48,20,0.39,0,0,0,-2
Madagascar,4/14/20,108,23,0,4/11/20,27691018,48,20,0.39,2,0,2,3
Moldova,3/22/20,94,1,1,3/23/20,4033963,123,38,0.43,14,0,0,-1
Panama,3/25/20,443,1,8,3/19/20,4314767,58,30,0.68,98,2,0,6
Rwanda,3/27/20,54,0,0,4/4/20,12952218,525,20,0.18,4,0,0,-8
Somalia,4/9/20,12,1,1,,15893222,25,17,0.47,0,0,0,
Suriname,4/7/20,10,0,1,,586632,4,29,0.65,0,0,0,
Syria,4/8/20,19,4,2,,17500658,95,26,0.6,0,0,1,
Zambia,3/31/20,35,0,0,,18383955,25,18,0.45,0,0,0,
Bangladesh,4/11/20,482,36,30,4/6/20,164689383,1265,28,0.39,58,3,3,5
Barbados,3/19/20,5,0,0,,287375,668,40,0.31,3,0,0,
Bolivia,4/6/20,183,2,11,3/31/20,11673021,11,26,0.69,26,1,0,6
Brunei,3/24/20,104,2,0,3/24/20,437479,83,32,0.8,13,0,0,0
Eswatini,3/20/20,1,0,0,,1160164,67,21,0.3,0,0,0,
Eswatini,4/7/20,10,4,0,,1160164,67,21,0.3,0,0,0,
Gabon,3/16/20,1,0,0,,2225734,9,23,0.87,0,0,0,
Gabon,4/12/20,49,1,1,,2225734,9,23,0.87,3,0,0,
Guinea,3/28/20,8,0,0,4/4/20,13132795,53,18,0.39,0,0,0,-7
Holy See,4/5/20,7,0,0,,801,2003,,,0,0,0,
Kenya,3/30/20,50,1,1,4/2/20,53771296,94,20,0.28,8,0,0,-3
Mongolia,4/10/20,16,4,0,,3278290,2,28,0.67,0,0,0,
Mozambique,4/2/20,10,0,0,,31255435,40,18,0.38,0,0,0,
Mozambique,4/9/20,17,1,0,,31255435,40,18,0.38,0,0,0,
Niger,4/4/20,144,0,8,4/3/20,24206644,19,15,0.17,24,3,0,1
Papua New Guinea,3/27/20,1,0,0,,8947024,20,22,0.13,0,0,0,
Paraguay,3/12/20,5,0,0,4/5/20,7132538,18,26,0.62,0,0,0,-24
Paraguay,3/27/20,52,1,3,4/5/20,7132538,18,26,0.62,11,0,1,-9
Saint Lucia,4/9/20,14,1,0,,183627,301,34,0.19,0,0,0,
South Sudan,4/11/20,4,0,0,,11193725,18,19,0.25,0,0,0,
Turkey,3/18/20,98,0,1,3/19/20,84339067,110,32,0.76,51,0,0,-1
Venezuela,3/26/20,107,15,0,3/26/20,28435940,32,30,,16,0,0,0
Venezuela,4/8/20,167,65,9,3/26/20,28435940,32,30,,2,2,0,13
Zimbabwe,4/9/20,11,0,3,,14862924,38,19,0.38,0,0,0,
Antigua and Barbuda,3/26/20,7,0,0,,97929,223,34,0.26,4,0,0,
Bahamas,4/13/20,47,6,8,,393244,39,32,0.86,1,0,1,
Benin,3/26/20,6,0,0,,12123200,108,19,0.48,0,0,0,
Benin,4/2/20,13,1,0,,12123200,108,19,0.48,0,0,0,
Burkina Faso,3/30/20,246,31,12,3/24/20,20903273,76,18,0.31,24,0,8,6
Burkina Faso,4/3/20,302,50,16,3/24/20,20903273,76,18,0.31,14,0,0,10
Burkina Faso,4/5/20,345,90,17,3/24/20,20903273,76,18,0.31,27,1,24,12
Cabo Verde,4/6/20,7,1,1,,555987,138,28,0.68,0,0,1,
Cyprus,4/4/20,426,33,11,3/23/20,1207359,131,37,0.67,30,0,5,12
Cyprus,4/7/20,494,47,11,3/23/20,1207359,131,37,0.67,29,0,2,15
Fiji,4/8/20,15,0,0,,896445,49,28,0.59,0,0,0,
Gambia,3/23/20,2,0,1,,2416668,239,18,0.59,1,1,0,
Guadeloupe,3/21/20,53,0,0,,400124,237,44,,8,0,0,
Guinea-Bissau,4/6/20,18,0,0,,1968001,70,19,0.45,0,0,0,
Libya,3/29/20,8,0,0,,6871292,4,29,0.78,5,0,0,
Panama,4/3/20,1475,10,37,3/19/20,4314767,58,30,0.68,158,5,1,15
Puerto Rico,3/17/20,3,0,0,,2860853,323,44,,0,0,0,
Rwanda,3/15/20,1,0,0,4/4/20,12952218,525,20,0.18,0,0,0,-20
Rwanda,4/12/20,126,25,0,4/4/20,12952218,525,20,0.18,6,0,7,8
Seychelles,3/29/20,8,0,0,,98347,214,34,0.56,0,0,0,
Seychelles,4/1/20,10,0,0,,98347,214,34,0.56,0,0,0,
Timor-Leste,4/7/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Trinidad and Tobago,4/8/20,107,1,8,4/4/20,1399488,273,36,0.52,0,0,0,4
Uruguay,3/29/20,304,0,1,3/21/20,3473730,20,36,0.96,30,1,0,8
Uzbekistan,4/11/20,767,42,4,3/28/20,33469203,79,28,0.5,143,1,0,14
Belize,4/2/20,3,0,0,,397628,17,25,0.46,0,0,0,
Belize,4/11/20,13,0,2,,397628,17,25,0.46,3,0,0,
Brunei,3/15/20,50,0,0,3/24/20,437479,83,32,0.8,10,0,0,-9
Bulgaria,3/14/20,41,0,2,3/20/20,6948445,64,45,0.76,18,1,0,-6
Central African Republic,4/10/20,8,0,0,,4829767,8,18,0.43,0,0,0,
Dominica,4/5/20,14,0,0,,71986,96,,0.74,0,0,0,
Eswatini,3/19/20,1,0,0,,1160164,67,21,0.3,0,0,0,
Eswatini,3/28/20,9,0,0,,1160164,67,21,0.3,0,0,0,
Ethiopia,3/25/20,12,0,0,,114963588,115,19,0.21,0,0,0,
Ethiopia,3/27/20,16,0,0,,114963588,115,19,0.21,4,0,0,
Gabon,4/7/20,30,1,1,,2225734,9,23,0.87,6,0,0,
Guinea,3/17/20,1,0,0,4/4/20,13132795,53,18,0.39,0,0,0,-18
Guinea,3/21/20,2,0,0,4/4/20,13132795,53,18,0.39,1,0,0,-14
Guinea,3/29/20,16,0,0,4/4/20,13132795,53,18,0.39,8,0,0,-6
Haiti,4/14/20,40,1,3,,11402528,414,24,0.57,0,0,0,
Holy See,4/8/20,8,2,0,,801,2003,,,1,0,2,
Honduras,3/11/20,2,0,0,3/29/20,9904607,89,24,0.57,2,0,0,-18
Honduras,3/28/20,95,3,1,3/29/20,9904607,89,24,0.57,27,0,3,-1
Kazakhstan,4/9/20,781,60,8,3/26/20,18776707,7,31,0.58,54,1,6,14
Kenya,4/4/20,126,4,4,4/2/20,53771296,94,20,0.28,4,0,0,2
Mongolia,3/21/20,10,0,0,,3278290,2,28,0.67,4,0,0,
Mongolia,3/22/20,10,0,0,,3278290,2,28,0.67,0,0,0,
Namibia,3/27/20,8,2,0,,2540905,3,22,0.55,0,0,0,
Nicaragua,4/5/20,6,0,1,,6624554,55,26,0.57,1,0,0,
Nicaragua,4/9/20,7,0,1,,6624554,55,26,0.57,1,0,0,
Turkey,3/27/20,5698,42,92,3/19/20,84339067,110,32,0.76,2069,17,16,8
Zimbabwe,3/26/20,3,0,1,,14862924,38,19,0.38,0,0,0,
Albania,3/10/20,10,0,0,3/23/20,2877797,105,36,0.63,8,0,0,-13
Angola,3/22/20,2,0,0,,32866272,26,17,0.67,0,0,0,
Angola,3/30/20,7,0,2,,32866272,26,17,0.67,0,0,0,
Botswana,3/31/20,4,0,1,,2351627,4,24,0.73,1,1,0,
Botswana,4/3/20,4,0,1,,2351627,4,24,0.73,0,0,0,
Burkina Faso,4/9/20,443,146,24,3/24/20,20903273,76,18,0.31,29,1,12,16
Burundi,4/9/20,3,0,0,,11890784,463,17,0.14,0,0,0,
Cuba,3/23/20,40,0,1,3/28/20,11326616,106,42,0.78,5,0,0,-5
El Salvador,4/3/20,46,0,2,4/9/20,6486205,313,28,0.73,5,0,0,-6
Guinea-Bissau,4/11/20,38,0,0,,1968001,70,19,0.45,2,0,0,
Jamaica,4/4/20,53,7,3,,2961167,273,31,0.55,6,0,5,
Kosovo,4/13/20,283,58,7,3/31/20,1831000,,,,0,0,0,13
Kyrgyzstan,3/29/20,84,0,0,3/31/20,6524195,34,26,0.36,26,0,0,-2
Kyrgyzstan,4/6/20,216,33,4,3/31/20,6524195,34,26,0.36,69,3,24,6
Madagascar,3/28/20,26,0,0,4/11/20,27691018,48,20,0.39,0,0,0,-14
Mali,4/9/20,74,22,7,4/12/20,20250833,17,16,0.44,15,0,6,-3
Martinique,3/8/20,2,0,0,,375265,354,47,0.92,0,0,0,
Mauritius,3/20/20,12,0,0,3/28/20,1271768,626,37,0.41,9,0,0,-8
Mauritius,4/6/20,244,7,7,3/28/20,1271768,626,37,0.41,17,0,0,9
Moldova,4/1/20,423,23,5,3/23/20,4033963,123,38,0.43,70,1,5,9
Somalia,4/12/20,25,2,1,,15893222,25,17,0.47,4,0,1,
Suriname,3/24/20,7,0,0,,586632,4,29,0.65,2,0,0,
Suriname,4/12/20,10,4,1,,586632,4,29,0.65,0,0,0,
Barbados,3/25/20,18,0,0,,287375,668,40,0.31,0,0,0,
Grenada,4/10/20,14,0,0,,112523,331,32,0.35,2,0,0,
Guinea,3/13/20,1,0,0,4/4/20,13132795,53,18,0.39,1,0,0,-22
Holy See,3/14/20,1,0,0,,801,2003,,,0,0,0,
Holy See,3/29/20,6,0,0,,801,2003,,,0,0,0,
Kazakhstan,4/2/20,435,27,3,3/26/20,18776707,7,31,0.58,55,0,1,7
Kenya,3/18/20,3,0,0,4/2/20,53771296,94,20,0.28,0,0,0,-15
Malta,4/12/20,378,44,3,3/23/20,441543,1380,43,0.93,8,0,28,20
Mongolia,4/4/20,14,2,0,,3278290,2,28,0.67,0,0,0,
Mozambique,4/10/20,20,2,0,,31255435,40,18,0.38,3,0,1,
Namibia,3/25/20,7,2,0,,2540905,3,22,0.55,0,0,0,
Namibia,4/7/20,16,3,0,,2540905,3,22,0.55,0,0,0,
Niger,4/10/20,438,41,11,4/3/20,24206644,19,15,0.17,28,0,1,7
Saint Barthelemy,3/5/20,3,0,0,,9877,470,,0,0,0,0,
Uganda,3/25/20,14,0,0,,45741007,229,17,0.26,5,0,0,
Uganda,3/28/20,30,0,0,,45741007,229,17,0.26,7,0,0,
Bahamas,3/22/20,4,0,0,,393244,39,32,0.86,0,0,0,
Bahamas,4/6/20,29,4,5,,393244,39,32,0.86,1,1,3,
Bahamas,4/11/20,46,5,8,,393244,39,32,0.86,4,0,0,
Burkina Faso,4/12/20,497,161,27,3/24/20,20903273,76,18,0.31,13,0,6,19
Cabo Verde,4/10/20,7,1,1,,555987,138,28,0.68,0,0,0,
Cyprus,3/27/20,162,15,5,3/23/20,1207359,131,37,0.67,16,2,11,4
Eritrea,3/27/20,6,0,0,,3546421,35,19,0.63,0,0,0,
Eritrea,4/11/20,34,0,0,,3546421,35,19,0.63,0,0,0,
Gambia,4/2/20,4,2,1,,2416668,239,18,0.59,0,0,0,
Guinea-Bissau,3/27/20,2,0,0,,1968001,70,19,0.45,0,0,0,
Kyrgyzstan,4/1/20,111,3,0,3/31/20,6524195,34,26,0.36,4,0,0,1
Kyrgyzstan,4/10/20,298,35,5,3/31/20,6524195,34,26,0.36,18,1,0,10
Liberia,3/19/20,2,0,0,,5057681,53,19,0.53,0,0,0,
Liberia,3/31/20,3,0,0,,5057681,53,19,0.53,0,0,0,
Mauritius,3/26/20,81,0,2,3/28/20,1271768,626,37,0.41,33,0,0,-2
Mauritius,4/9/20,314,23,7,3/28/20,1271768,626,37,0.41,41,0,4,12
Moldova,4/7/20,1056,40,22,3/23/20,4033963,123,38,0.43,91,3,3,15
Palestine,3/12/20,25,0,0,,5101414,847,21,0.8,0,0,0,
Rwanda,3/26/20,50,0,0,4/4/20,12952218,525,20,0.18,9,0,0,-9
Somalia,3/26/20,2,0,0,,15893222,25,17,0.47,1,0,0,
Somalia,3/30/20,3,0,0,,15893222,25,17,0.47,0,0,0,
Suriname,4/1/20,10,0,0,,586632,4,29,0.65,1,0,0,
Timor-Leste,4/8/20,1,0,0,,1318445,89,21,0.33,0,0,0,
Uzbekistan,4/13/20,998,85,4,3/28/20,33469203,79,28,0.5,133,0,19,16
Zambia,3/20/20,2,0,0,,18383955,25,18,0.45,0,0,0,
Bangladesh,3/13/20,3,0,0,4/6/20,164689383,1265,28,0.39,0,0,0,-24
Barbados,3/22/20,14,0,0,,287375,668,40,0.31,8,0,0,
Barbados,3/26/20,18,0,0,,287375,668,40,0.31,0,0,0,
Bolivia,3/21/20,19,0,0,3/31/20,11673021,11,26,0.69,4,0,0,-10
Bulgaria,3/25/20,242,4,3,3/20/20,6948445,64,45,0.76,24,0,1,5
Djibouti,4/1/20,33,0,0,4/8/20,988000,43,27,0.79,3,0,0,-7
Djibouti,4/3/20,49,8,0,4/8/20,988000,43,27,0.79,9,0,8,-5
Ethiopia,3/19/20,6,0,0,,114963588,115,19,0.21,0,0,0,
Ethiopia,3/26/20,12,0,0,,114963588,115,19,0.21,0,0,0,
Gabon,3/19/20,1,0,0,,2225734,9,23,0.87,0,0,0,
Ghana,4/7/20,287,31,5,3/26/20,31072940,137,22,0.57,73,0,0,12
Guinea,3/24/20,4,0,0,4/4/20,13132795,53,18,0.39,0,0,0,-11
Guinea,3/27/20,8,0,0,4/4/20,13132795,53,18,0.39,4,0,0,-8
Holy See,4/12/20,8,2,0,,801,2003,,,0,0,0,
Honduras,3/23/20,27,0,0,3/29/20,9904607,89,24,0.57,1,0,0,-6
Honduras,3/25/20,36,0,0,3/29/20,9904607,89,24,0.57,6,0,0,-4
Maldives,3/13/20,9,0,0,,540544,1802,30,0.35,1,0,0,
Maldives,3/31/20,18,13,0,,540544,1802,30,0.35,1,0,0,
Malta,3/26/20,134,2,0,3/23/20,441543,1380,43,0.93,5,0,0,3
Mauritania,3/17/20,1,0,0,,4649658,5,20,0.57,0,0,0,
Mongolia,3/29/20,12,0,0,,3278290,2,28,0.67,0,0,0,
Mongolia,4/7/20,15,4,0,,3278290,2,28,0.67,0,0,2,
Sierra Leone,4/5/20,6,0,0,,7976983,111,19,0.43,2,0,0,
Tanzania,4/3/20,20,3,1,,59734218,67,18,0.37,0,0,1,
Tanzania,4/4/20,20,3,1,,59734218,67,18,0.37,0,0,0,
Turkey,4/5/20,27069,1042,574,3/19/20,84339067,110,32,0.76,3135,73,256,17
Venezuela,4/2/20,146,43,5,3/26/20,28435940,32,30,,3,2,2,7
Venezuela,4/5/20,159,52,7,3/26/20,28435940,32,30,,4,0,0,10
Zimbabwe,3/30/20,7,0,1,,14862924,38,19,0.38,0,0,0,
Zimbabwe,4/7/20,11,0,2,,14862924,38,19,0.38,1,1,0,
Zimbabwe,4/8/20,11,0,3,,14862924,38,19,0.38,0,1,0,
Angola,4/10/20,19,2,2,,32866272,26,17,0.67,0,0,0,
Burundi,4/6/20,3,0,0,,11890784,463,17,0.14,0,0,0,
Burundi,4/11/20,5,0,0,,11890784,463,17,0.14,2,0,0,
Chad,4/5/20,9,0,0,,16425864,13,17,0.23,0,0,0,
Cuba,4/8/20,457,27,12,3/28/20,11326616,106,42,0.78,61,1,0,11
Greenland,3/16/20,1,0,0,,56770,0,,0.87,1,0,0,
Guyana,4/4/20,23,0,4,,786552,4,27,0.27,0,0,0,
Guyana,4/12/20,45,8,6,,786552,4,27,0.27,0,0,0,
Jamaica,4/3/20,47,2,3,,2961167,273,31,0.55,0,0,0,
Kosovo,3/15/20,2,0,0,3/31/20,1831000,,,,2,0,0,-16
Kosovo,3/20/20,2,0,0,3/31/20,1831000,,,,0,0,0,-11
Libya,4/3/20,11,1,1,,6871292,4,29,0.78,0,0,0,
Madagascar,4/1/20,57,0,0,4/11/20,27691018,48,20,0.39,0,0,0,-10
Madagascar,4/6/20,82,2,0,4/11/20,27691018,48,20,0.39,10,0,0,-5
Panama,3/10/20,1,0,0,3/19/20,4314767,58,30,0.68,1,0,0,-9
Panama,3/16/20,55,0,1,3/19/20,4314767,58,30,0.68,12,0,0,-3
Rwanda,3/21/20,17,0,0,4/4/20,12952218,525,20,0.18,0,0,0,-14
Rwanda,4/5/20,104,4,0,4/4/20,12952218,525,20,0.18,2,0,4,1
Suriname,3/25/20,8,0,0,,586632,4,29,0.65,1,0,0,
Trinidad and Tobago,4/2/20,94,1,5,4/4/20,1399488,273,36,0.52,4,0,0,-2
Uruguay,3/30/20,310,0,1,3/21/20,3473730,20,36,0.96,6,0,0,9
Uzbekistan,3/17/20,10,0,0,3/28/20,33469203,79,28,0.5,4,0,0,-11
Uzbekistan,3/25/20,60,0,0,3/28/20,33469203,79,28,0.5,10,0,0,-3
Yemen,4/14/20,1,0,0,,29825964,56,20,0.38,0,0,0,
Bangladesh,4/7/20,164,33,17,4/6/20,164689383,1265,28,0.39,41,5,0,1
Belize,4/10/20,10,0,2,,397628,17,25,0.46,1,1,0,
Bolivia,4/1/20,115,1,7,3/31/20,11673021,11,26,0.69,8,1,1,1
Brunei,3/21/20,83,2,0,3/24/20,437479,83,32,0.8,5,0,1,-3
Bulgaria,3/21/20,163,3,3,3/20/20,6948445,64,45,0.76,36,0,3,1
Central African Republic,3/15/20,1,0,0,,4829767,8,18,0.43,1,0,0,
Central African Republic,4/2/20,3,0,0,,4829767,8,18,0.43,0,0,0,
Dominica,3/26/20,11,0,0,,71986,96,,0.74,4,0,0,
Dominica,4/4/20,14,0,0,,71986,96,,0.74,2,0,0,
Ghana,4/1/20,195,31,5,3/26/20,31072940,137,22,0.57,34,0,0,6
Gibraltar,3/4/20,1,0,0,,33691,3369,,,1,0,0,
Gibraltar,3/9/20,1,0,0,,33691,3369,,,0,0,0,
Guinea,4/14/20,363,31,0,4/4/20,13132795,53,18,0.39,44,0,14,10
Haiti,3/29/20,15,1,0,,11402528,414,24,0.57,7,0,1,
Laos,4/1/20,10,0,0,,7275560,32,24,0.36,1,0,0,
Mongolia,4/3/20,14,2,0,,3278290,2,28,0.67,0,0,0,
